PV System,Address,City,Zip,Latitude,Longitude
PV SOLAR ( 5280 WATTS ),6286  MEADOWBANK LN,COLORADO SPRINGS,80925,38.73942873,-104.64854599
PV SOLAR ( 5940 WATTS ),9549  YUKON WAY,COLORADO SPRINGS,80925,38.76577503,-104.65305749
PV SOLAR ( 3960 WATTS ),3448  COLONY HILLS RD,COLORADO SPRINGS,80916,38.78323993,-104.75401278
PV SOLAR ( 7260 WATTS ),9831  DEVONCOVE DR,PEYTON,80831,38.975896399999996,-104.6287588
PV SOLAR ( 3300 WATTS ),4540  WITCHES HOLLOW LN,COLORADO SPRINGS,80911,38.76733031,-104.74555879
PV SOLAR ( 5610 WATTS ),3465  COLONY HILLS LN,COLORADO SPRINGS,80916,38.78229159,-104.75365663
PV SOLAR ( 7920 WATTS ),1289  COUNT FLEET CT,COLORADO SPRINGS,80921,39.00446823,-104.80333827
PV SOLAR ( 5610 WATTS ),3775  ALLGOOD DR,COLORADO SPRINGS,80911,38.77603558,-104.73248089
PV SOLAR ( 3960 WATTS ),5995  DEL REY DR,COLORADO SPRINGS,80918,38.91832607,-104.76934878
PV SOLAR ( 7920 WATTS ),8436  WINDY HILL DR,COLORADO SPRINGS,80920,38.95525311,-104.75860723
PV SOLAR ( 7260 WATTS ),17850  SMELTING ROCK DR,MONUMENT,80132,39.09126796,-104.8430117
PV SOLAR ( 6600 WATTS ),7125  HIGHCROFT DR,COLORADO SPRINGS,80922,38.90183911,-104.69385743
PV SOLAR ( 5940 WATTS ),4509  FENTON RD,COLORADO SPRINGS,80916,38.80694043,-104.74206366
PV SOLAR ( 3300 WATTS ),4811  PALMER PARK BLVD,COLORADO SPRINGS,80915,38.8541089,-104.73821208
PV SOLAR ( 6930 WATTS ),3879  SHINING STAR DR,COLORADO SPRINGS,80925,38.77578062,-104.65078444
PV SOLAR ( 3300 WATTS ),5025  BARNSTORMERS AVE,COLORADO SPRINGS,80911,38.77568623,-104.73152957
PV SOLAR ( 5280 WATTS ),4135  BOBCAT CT,COLORADO SPRINGS,80918,38.91875020000001,-104.75230090000001
PV SOLAR ( 6600 WATTS ),5040  CITA DR,COLORADO SPRINGS,80916,38.81982886,-104.73352288
PV SOLAR ( 5610 WATTS ),6578  CAMINO DEL REY ,FOUNTAIN,80817,38.70318253,-104.70487797
PV SOLAR ( 4290 WATTS ),4692  CLINEBELL LN,COLORADO SPRINGS,80916,38.8277174,-104.74064677
PV SOLAR ( 6930 WATTS ),2529  IVANHOE DR,COLORADO SPRINGS,80911,38.76762792,-104.75629754
PV SOLAR ( 5280 WATTS ),7612  GRIZZLY ROSE WAY,COLORADO SPRINGS,80923,38.92453667,-104.68809224
PV SOLAR ( 3630 WATTS ),2530  LYNCREST DR,COLORADO SPRINGS,80918,38.91711567,-104.78137131
PV SOLAR ( 5940 WATTS ),8406  ANDRUS DR,COLORADO SPRINGS,80920,38.95321967,-104.7258824
PV SOLAR ( 6270 WATTS ),1309  PRADO DR,FOUNTAIN,80817,38.73350248,-104.73051011
PV SOLAR ( 4950 WATTS ),10945  TARBELL DR,COLORADO SPRINGS,80925,38.74369916,-104.62657126
PV SOLAR ( 4620 WATTS ),4544  HORSE TOOTH RD,COLORADO SPRINGS,80911,38.76461112,-104.71429902
PV SOLAR REMOVE AND REPLACE,18095  GRAY MARE LN,PEYTON,80831,39.09560944,-104.49144513
PV SOLAR REMOVE AND REPLACE,5815  CRYSTAL PARK RD,MANITOU SPRINGS,80829,38.83589871,-104.91534774
PV SOLAR ( 9920 WATTS ),1520  FAWNWOOD RD,MONUMENT,80132,39.1121826,-104.85498728
PV SOLAR ( 6175 WATTS ),3735  CRANSWOOD WAY,COLORADO SPRINGS,80918,38.93363586,-104.75850308
PV SOLAR ( 7750 WATTS ),7256  JOSH BYERS WAY,FOUNTAIN,80817,38.70811402,-104.69271952
PV SOLAR ( 15180 WATTS ),10303  BUCK RAKE CT,FOUNTAIN,80817,38.6806636,-104.68575909
PV SOLAR ( 12210 WATTS ),10436  MILE POST LOOP,FOUNTAIN,80817,38.67962958,-104.68402115
PV SOLAR ( 4640 WATTS ),7314  OWINGS PT,PEYTON,80831,38.93835803,-104.60451372
PV SOLAR ( 4930 WATTS ),1108 E UINTAH ST,COLORADO SPRINGS,80903,38.85025951,-104.80394326
PV SOLAR ( 6380 WATTS ),109  HOEDOWN CIR,FOUNTAIN,80817,38.66755102,-104.67070575
PV SOLAR ( 5800 WATTS ),3115  DOWNHILL DR,COLORADO SPRINGS,80918,38.92147186,-104.7685735
PV SOLAR ( 6270 WATTS ),3404 W OAK CREEK DR,COLORADO SPRINGS,80906,38.7823213,-104.81794145
PV SOLAR ( 5680 WATTS ),4745  PURCELL DR,COLORADO SPRINGS,80922,38.90133892,-104.70455697
PV SOLAR ( 4980 WATTS ),6913  TULLAMORE DR,COLORADO SPRINGS,80923,38.93220573,-104.70849387
PV SOLAR ( 6640 WATTS ),9274  SUNSTONE DR,COLORADO SPRINGS,80924,38.96463262,-104.72617913
PV SOLAR ( 9130 WATTS ),3835  NEEDLES DR,COLORADO SPRINGS,80908,39.08084823,-104.75493077
PV SOLAR ( 7470 WATTS ),4320 N MERIDIAN RD,PEYTON,80831,38.89501723,-104.60841248
PV SOLAR ( 10464 WATTS ),11228  INDIAN ECHO TER,PEYTON,80831,38.93796809,-104.6179936
PV SOLAR - GROUNDMOUNT ( 2530 WATTS ),418  TRAIL HEAD RD,MONUMENT,80132,39.09478423,-104.86987606
PV SOLAR ( 8280 WATTS ),3755  TURKEY CANON RANCH RD,COLORADO SPRINGS,80926,38.61894859,-104.89723488
PV SOLAR ( 11600 WATTS ),8422  SANCTUARY PINE DR,COLORADO SPRINGS,80908,39.01861657,-104.66903125
PV SOLAR REMOVE AND REPLACE,8435  FALCON MEADOW BLVD,FALCON,80831,38.95471557,-104.62804099
PV SOLAR ( 4000 WATTS ),7297  INDIAN RIVER DR,COLORADO SPRINGS,80922,38.92141054,-104.69164606
PV SOLAR REMOVE AND REPLACE,10953  CAVERHILL DR,PEYTON,80831,38.97002089,-104.62491837
PV SOLAR ( 6000 WATTS ),12790  SISSY WAY,PEYTON,80831,38.93979858,-104.57385222
PV SOLAR ( 9750 WATTS ),5756  DYNASTY RIDGE CT,COLORADO SPRINGS,80918,38.91465135,-104.74535411
PV SOLAR REMOVE AND REPLACE,564  CATALINA DR,COLORADO SPRINGS,80906,38.77562847,-104.79590981
PV SOLAR ( 8140 WATTS ),9950  SCHUBARTH TRL,COLORADO SPRINGS,80863,38.98951555,-104.99361867
PV SOLAR,16245 N MERIDIAN RD,ELBERT,80106,39.06714572,-104.60509351
PV SOLAR REMOVE AND REPLACE,7684  DOBBS DR,FOUNTAIN,80817,38.71563402,-104.68726394
PV SOLAR ( 11680 WATTS ),8345  SUTTERFIELD DR,COLORADO SPRINGS,80920,38.95370821,-104.78325667
PV SOLAR -,866  HAYLOFT LN,FOUNTAIN,80817,38.67103812,-104.67967195
PV SOLAR ( 4030 WATTS ),915 W COLORADO AVE,COLORADO SPRINGS,80905,38.8343589,-104.84100674
PV SOLAR ( 2920 WATTS ),7270  SHAWNEE PL,COLORADO SPRINGS,80915,38.85884378,-104.69318626
PV SOLAR ( 9125 WATTS ),8263  HORN RUN RD,COLORADO SPRINGS,80920,38.95237971,-104.72896735
PV SOLAR ( 7040 WATTS ),17685  BLACK FOREST RD,COLORADO SPRINGS,80908,39.08953265,-104.69358349
PV SOLAR ( 4620 WATTS ),3776  BLESBOK WAY,COLORADO SPRINGS,80922,38.88781189,-104.69059166
PV SOLAR ( 5760 WATTS ),6176  DECKER DR,COLORADO SPRINGS,80925,38.74316577,-104.62936703
PV SOLAR ( 7130 WATTS ),4209  DAWNLITE DR,COLORADO SPRINGS,80916,38.78620973,-104.75186478
PV SOLAR ( 4160 WATTS ),5847  FOSSIL DR,COLORADO SPRINGS,80923,38.92099273,-104.72746054
PV SOLAR ( 6400 WATTS ),6129  CAST IRON DR,COLORADO SPRINGS,80925,38.74386369,-104.63267879
PV SOLAR ( 3200 WATTS ),8745  VANDERWOOD RD,COLORADO SPRINGS,80908,38.95435273,-104.69545933
PV SOLAR ( 3520 WATTS ),5010  FILAREES CIR,COLORADO SPRINGS,80917,38.90125209,-104.73453624
PV SOLAR REMOVE AND REPLACE,4622  WHIRLING OAK WAY,COLORADO SPRINGS,80911,38.76383901,-104.71191999
PV SOLAR REMOVE AND REPLACE,1683  4TH ST,COLORADO SPRINGS,80907,38.87882098,-104.79652107
PV SOLAR ROOF MOUNT ( 4480 WATTS ),8423  ANDRUS DR,COLORADO SPRINGS,80920,38.95360427,-104.72496094
PV SOLAR ( 6720 WATTS ),6831  PRAIRIE WIND DR,COLORADO SPRINGS,80923,38.93352467,-104.73325441
PV SOLAR REMOVE AND REPLACE,6255  PASSING SKY DR,COLORADO SPRINGS,80911,38.75962862,-104.71191848
PV SOLAR ( 3200 WATTS ),2849  WATERFRONT DR,MONUMENT,80132,39.06278679,-104.88034099
PV SOLAR ( 2880 WATTS ),14112  WHITE PEAK DR,COLORADO SPRINGS,80921,39.0376229,-104.83673448
PV SOLAR ( 3520 WATTS ),447  WHISTLER CREEK CT,MONUMENT,80132,39.05716717,-104.83708793
PV SOLAR ( 2560 WATTS ),1388  LINDENWOOD GRV,COLORADO SPRINGS,80907,38.85315449,-104.81433989
PV SOLAR ( 5760 WATTS ),15972  LAKE MIST DR,MONUMENT,80132,39.06189107,-104.87420984
PV SOLAR ( 10560 WATTS ),910  SOUTH PARK DR,MONUMENT,80132,39.09643124,-104.8435441
PV SOLAR GROUND MOUNT ( 6400 WATTS ),25050  IMPALA CIR,CALHAN,80808,38.80163727,-104.36048296
PV SOLAR ( 2240 WATTS ),13225  EVANS RD,ELBERT,80106,39.09847773,-104.57872019
PV SOLAR ( 5120 WATTS ),7856  CALLENDALE DR,COLORADO SPRINGS,80908,38.94807169,-104.67671173
PV SOLAR ( 6080 WATTS ),6957  CUMBRE VISTA WAY,COLORADO SPRINGS,80924,38.94675154,-104.70773788
PV SOLAR ( 2240 WATTS ),739  PANORAMA DR,COLORADO SPRINGS,80904,38.86026555,-104.86186426
PV SOLAR GROUND MOUNT ( 22800 WATTS ),5430  MURR RD,PEYTON,80831,38.90568403,-104.4992003
PV SOLAR ( 9600 WATTS ),3659  SAND TAIL CT,COLORADO SPRINGS,80908,39.11436071,-104.76782671
PV SOLAR ( 2560 WATTS ),6826  MANDAN DR,COLORADO SPRINGS,80925,38.73375648,-104.65066225
PV SOLAR ( 5760 WATTS ),17745  LEISURE LAKE DR,MONUMENT,80132,39.08880786,-104.87516104
PV SOLAR ( 5120 WATTS ),1910 N ROYER ST,COLORADO SPRINGS,80907,38.86070979,-104.81368856
PV SOLAR ( 11200 WATTS ),1406  OAKMONT DR,COLORADO SPRINGS,80921,39.01633278,-104.80096025
PV SOLAR ( 3840 WATTS ),603 N 30TH ST,COLORADO SPRINGS,80904,38.85735464,-104.86450762
PV SOLAR ( 3520 WATTS ),55 S HAYMAN AVE,COLORADO SPRINGS,80910,38.83086641,-104.77672259
PV SOLAR ( 3840 WATTS ),2218  NORTHGLEN DR,COLORADO SPRINGS,80909,38.86536902,-104.74966007
PV SOLAR ( 6720 WATTS ),6865  SPHINX CT,PEYTON,80831,38.92606397,-104.44841337
PV SOLAR ( 6400 WATTS ),7945  ANTELOPE MEADOWS CIR,PEYTON,80831,38.933086100000004,-104.62612837
PV SOLAR ( 5120 WATTS ),9142  CHIEFTAN DR,COLORADO SPRINGS,80925,38.76861711,-104.65731986
PV SOLAR ( 6400 WATTS ),9330  ROCKINGHAM DR,PEYTON,80831,38.97114988,-104.62775597
PV SOLAR ( 5760 WATTS ),2123  POTEAE CIR,COLORADO SPRINGS,80915,38.86286471,-104.6958027
PV SOLAR ( 10880 WATTS ),9740  OLD SETTLERS TRL,COLORADO SPRINGS,80908,38.9766226,-104.6461325
PV SOLAR ( 4160 WATTS ),6431  VICKIE LN,COLORADO SPRINGS,80922,38.92790640000001,-104.70836091
PV SOLAR ( 6400 WATTS ),3053  CATHEDRAL PARK VW,COLORADO SPRINGS,80904,38.87538987,-104.86535253
PV SOLAR - ROOF MOUNT( 9600 WATTS ),8365  SWAN RD,COLORADO SPRINGS,80908,39.02086974,-104.67174293
PV SOLAR ( 7040 WATTS ),9801  WANDO DR,COLORADO SPRINGS,80925,38.73127604,-104.64684816
PV SOLAR (BARN) ( 3200 WATTS ),6335  BURGESS RD,COLORADO SPRINGS,80908,38.99790998,-104.70920192
PV SOLAR ( 2880 WATTS ),1338 N EL PASO ST,COLORADO SPRINGS,80903,38.85311565,-104.81262015
PV SOLAR ( 5440 WATTS ),641  HACKBERRY DR,COLORADO SPRINGS,80911,38.75250179,-104.73261971
PV SOLAR ( 4160 WATTS ),6404  MOUNTAIN DALE DR,COLORADO SPRINGS,80927,38.92371442,-104.68098283
PV SOLAR ( 7040 WATTS ),6937  CUMBRE VISTA WAY,COLORADO SPRINGS,80924,38.94687272,-104.70707304
PV SOLAR ( 9600 WATTS ),1292  VENHORST RD,COLORADO SPRINGS,80920,38.93613012,-104.80118784
PV SOLAR ( 6400 WATTS ),3223  VIERO DR,COLORADO SPRINGS,80916,38.78365546,-104.72728047
PV SOLAR ( 5440 WATTS ),7015  CRAZY HORSE CIR,COLORADO SPRINGS,80915,38.86571198,-104.69856352
PV SOLAR ( 5760 WATTS ),7239  BONNIE BRAE LN,COLORADO SPRINGS,80922,38.88503357,-104.69178099
PV SOLAR ( 4800 WATTS ),4918  GALENA DR,COLORADO SPRINGS,80918,38.90319132,-104.76365648
PV SOLAR ( 5120 WATTS ),2050  BULA DR,COLORADO SPRINGS,80915,38.86176942,-104.72529289
PV SOLAR ( 8640 WATTS ),1729 N FRANKLIN ST,COLORADO SPRINGS,80907,38.85854828,-104.81033632
PV SOLAR ( 7040 WATTS ),2075  SARSI DR,COLORADO SPRINGS,80915,38.86309483,-104.69956043
PV SOLAR REMOVE AND REPLACE,2667  FARRIER CT,COLORADO SPRINGS,80922,38.87114620000001,-104.68787033
PV SOLAR REMOVE AND REPLACE,2831  PENNSYLVANIA AVE,COLORADO SPRINGS,80907,38.8716315,-104.80535347
PV SOLAR ( 5760 WATTS ),7810  SILVER MAPLE LN,COLORADO SPRINGS,80920,38.94414004,-104.74461355
PV SOLAR ( 5440 WATTS ),911  DARBY ST,COLORADO SPRINGS,80907,38.89057941,-104.83813136
PV SOLAR ( 8960 WATTS ),3921  RANCH BLUFF CT,COLORADO SPRINGS,80922,38.88756562,-104.6932673
PV SOLAR ( 8000 WATTS ),4202  SHELLEY AVE,COLORADO SPRINGS,80910,38.82751639,-104.75061601
PV SOLAR ( 5120 WATTS ),6335  BURGESS RD,COLORADO SPRINGS,80908,38.99790998,-104.70920192
PV SOLAR ( 9920 WATTS ),7421  WATERMAN WAY,COLORADO SPRINGS,80922,38.88013822,-104.69225771
PV SOLAR ( 4480 WATTS ),5688  BUTTERFIELD DR,COLORADO SPRINGS,80918,38.93627662,-104.72768359
PV SOLAR ( 5120 WATTS ),526  SALANO DR,COLORADO SPRINGS,80906,38.80998261,-104.83788941
PV SOLAR ( 6400 WATTS ),4361  CROW CREEK DR,COLORADO SPRINGS,80922,38.89525189,-104.69252945
PV SOLAR ( 7360 WATTS ),4198  TEE SHOT DR,COLORADO SPRINGS,80922,38.89138334,-104.70392348
PV SOLAR ( 4160 WATTS ),4050  HAVEN LN,COLORADO SPRINGS,80917,38.88520586,-104.75220962
PV SOLAR ( 3200 WATTS ),3920  CANTRELL DR,COLORADO SPRINGS,80911,38.77444832,-104.73644114
PV SOLAR ( 4480 WATTS ),4240  SOLARFACE CT,COLORADO SPRINGS,80916,38.82087121,-104.74842708
PV SOLAR ( 3200 WATTS ),7034  ALCOVE SPRINGS DR,COLORADO SPRINGS,80918,38.93265074,-104.73172165
PV SOLAR ( 4800 WATTS ),7697  FOREST VALLEY LOOP,COLORADO SPRINGS,80908,38.94423044,-104.69892805
PV SOLAR ( 9920 WATTS ),10935  LONG SUMMER CT,PEYTON,80831,38.98986824,-104.59664737
PV SOLAR ( 5610 WATTS ),615  VALLEY RD,COLORADO SPRINGS,80904,38.85890717,-104.86911509999999
PV SOLAR ( 4480 WATTS ),7238  DUTCH LOOP,COLORADO SPRINGS,80925,38.72675656,-104.66881754
PV SOLAR ( 7260 WATTS ),11216  TOTTENHAM CT,FALCON,80831,38.97990072,-104.62174987
PV SOLAR ( 4620 WATTS ),7253  BOREAL DR,COLORADO SPRINGS,80915,38.84528357,-104.6916936
PV SOLAR ( 5610 WATTS ),7185  OMAHA BLVD,COLORADO SPRINGS,80915,38.85384732,-104.69429304
PV SOLAR ( 3960 WATTS ),1495  PETERSON RD,COLORADO SPRINGS,80915,38.85378538,-104.69763968
PV SOLAR ( 9280 WATTS ),13081  MT HARVARD DR,PEYTON,80831,38.98341131,-104.58468256
PV SOLAR ( 3520 WATTS ),3241  VIERO DR,COLORADO SPRINGS,80916,38.78356642,-104.72744692
PV SOLAR ( 7680 WATTS ),13925 E HWY 24 ,PEYTON,80831,38.959637,-104.56925009999999
PV SOLAR ( 3960 WATTS ),8204  HARDWOOD CIR,COLORADO SPRINGS,80908,38.94648008,-104.68469647
PV SOLAR ( 3300 WATTS ),6629  THICKET PASS LN,COLORADO SPRINGS,80927,38.92863196,-104.66063628
PV SOLAR ( 7360 WATTS ),6505  CONNIE LEE CT,PEYTON,80831,38.92613969,-104.57205963
PV SOLAR ( 6600 WATTS ),7306  QUAKING ASPEN TRL,COLORADO SPRINGS,80908,38.94588853,-104.6929718
PV SOLAR ( 9240 WATTS ),1615  DERBYSHIRE ST,COLORADO SPRINGS,80910,38.80954973,-104.79145099
PV SOLAR ( 3630 WATTS ),1432 N ROYER ST,COLORADO SPRINGS,80907,38.85486531,-104.81422517
PV SOLAR ( 2640 WATTS ),5444  VERMILLION BLUFFS DR,COLORADO SPRINGS,80922,38.91202322,-104.71078849
PV SOLAR ( 9900 WATTS ),11118  PALMERS GREEN DR,PEYTON,80831,38.98264548,-104.62150988
PV SOLAR ( 3300 WATTS ),6587  MINERAL BELT DR,COLORADO SPRINGS,80927,38.92967907,-104.66687351
PV SOLAR ( 2970 WATTS ),7765  KIANA DR,COLORADO SPRINGS,80908,38.94601566,-104.69652152
PV SOLAR ( 3960 WATTS ),2735  CORNWALL CT,COLORADO SPRINGS,80920,38.95601365,-104.77779773
PV SOLAR ( 6930 WATTS ),2650  PURGATORY DR,COLORADO SPRINGS,80918,38.92496688,-104.77899032
PV SOLAR ( 4620 WATTS ),1664  GRAND OVERLOOK ST,COLORADO SPRINGS,80910,38.80792834,-104.79101076
PV SOLAR ( 3300 WATTS ),7242  SILVER MOON DR,COLORADO SPRINGS,80923,38.93384744,-104.69411968
PV SOLAR ( 5610 WATTS ),7008  COBBLECREEK DR,COLORADO SPRINGS,80922,38.89727661,-104.69742088
PV SOLAR ( 8910 WATTS ),6539  ROUBIDEAU CREEK WAY,COLORADO SPRINGS,80922,38.91534057,-104.7094901
PV SOLAR ( 3300 WATTS ),8615  VANDERWOOD RD,COLORADO SPRINGS,80908,38.95438215,-104.69818328
PV SOLAR ( 4620 WATTS ),6533  ALIBI CIR,COLORADO SPRINGS,80922,38.92553384,-104.70684940000001
PV SOLAR ( 5940 WATTS ),3668  BAREBACK DR,COLORADO SPRINGS,80922,38.88407674,-104.70799465
PV SOLAR ( 4950 WATTS ),5758  VERMILLION BLUFFS DR,COLORADO SPRINGS,80922,38.917212400000004,-104.71333409
PV SOLAR ( 3960 WATTS ),3180  RICHMOND DR,COLORADO SPRINGS,80922,38.87515306,-104.70464438
PV SOLAR ( 3630 WATTS ),7032  BONNIE BRAE LN,COLORADO SPRINGS,80922,38.88170407,-104.69524781
PV SOLAR ( 6600 WATTS ),4971  DUNECREST DR,COLORADO SPRINGS,80922,38.90421468,-104.68632458
PV SOLAR ( 5280 WATTS ),1654  GRAND OVERLOOK ST,COLORADO SPRINGS,80910,38.80811644,-104.7912775
PV SOLAR ( 3960 WATTS ),4863  TORY RIDGE DR,COLORADO SPRINGS,80916,38.78483068,-104.73546454
PV SOLAR ( 2310 WATTS ),8288  CHASEWOOD LOOP,COLORADO SPRINGS,80908,38.9505315,-104.70029125
PV SOLAR ( 3200 WATTS ),9922  SILVER STIRRUP DR,COLORADO SPRINGS,80925,38.74422349,-104.64348602
PV SOLAR ( 6080 WATTS ),4464  CANTEEN TRL,COLORADO SPRINGS,80922,38.89702688,-104.68993964
PV SOLAR ( 3960 WATTS ),6778  BACKCOUNTRY LOOP,COLORADO SPRINGS,80927,38.92710026,-104.65498378
PV SOLAR ( 3960 WATTS ),7798  MANISTIQUE DR,COLORADO SPRINGS,80922,38.91793203,-104.68412914
PV SOLAR ( 4290 WATTS ),1681  LITTLE OVERLOOK ST,COLORADO SPRINGS,80910,38.80848649,-104.78899273
PV SOLAR ( 6600 WATTS ),6302  GEMFIELD DR,COLORADO SPRINGS,80918,38.92087922,-104.75036253
PV SOLAR ( 6270 WATTS ),4155  SOLARFACE CT,COLORADO SPRINGS,80916,38.82102239,-104.74999190000001
PV SOLAR ( 3960 WATTS ),4635  SPACEWALK WAY,COLORADO SPRINGS,80916,38.81209447,-104.74162621
PV SOLAR ( 9920 WATTS ),3520  HAMILTON ST,COLORADO SPRINGS,80904,38.85953234,-104.88124692
PV SOLAR ( 4950 WATTS ),4165  FELLSLAND DR,COLORADO SPRINGS,80922,38.891411700000006,-104.69535318
PV SOLAR ( 4290 WATTS ),5757  UNCOMPAHGRE ST,COLORADO SPRINGS,80922,38.91567338,-104.71143993
PV SOLAR ( 4800 WATTS ),9505  INDIAN VILLAGE HTS,FOUNTAIN,80817,38.53655985,-104.65444897
PV SOLAR ( 3630 WATTS ),1532 N ROYER ST,COLORADO SPRINGS,80907,38.85592051,-104.81396916
PV SOLAR ( 4620 WATTS ),2643  FARRIER CT,COLORADO SPRINGS,80922,38.87083935,-104.68786125
PV SOLAR ( 4160 WATTS ),7428  HAWK WIND BLVD,COLORADO SPRINGS,80922,38.92353493,-104.6880741
PV SOLAR ( 6270 WATTS ),8080  DE ANZA PEAK TRL,COLORADO SPRINGS,80924,38.94877137,-104.70721055
PV SOLAR ( 8000 WATTS ),13925 E HWY 24 ,PEYTON,80831,38.959637,-104.56925009999999
PV SOLAR ( 3300 WATTS ),8614  VANDERWOOD RD,COLORADO SPRINGS,80908,38.95459565,-104.69822593
PV SOLAR ( 3300 WATTS ),10283  INTREPID WAY,COLORADO SPRINGS,80925,38.73536206,-104.63860809999998
PV SOLAR ( 2970 WATTS ),2021  TEE POST LN,COLORADO SPRINGS,80915,38.85908182,-104.67679293
PV SOLAR ( 2970 WATTS ),6527  GRAYMONT DR,COLORADO SPRINGS,80923,38.92036517,-104.70482888
PV SOLAR ( 5280 WATTS ),3875  PIONEER CREEK DR,COLORADO SPRINGS,80922,38.88891425,-104.69295099
PV SOLAR ( 3960 WATTS ),4398  MORADO DR,COLORADO SPRINGS,80911,38.76766707,-104.72894197
PV SOLAR ( 3300 WATTS ),1560  CHADDERTON CT,COLORADO SPRINGS,80907,38.89162157,-104.85755774
PV SOLAR ( 6270 WATTS ),8935  CHETWOOD DR,COLORADO SPRINGS,80920,38.96378785,-104.76907996
PV SOLAR ( 6270 WATTS ),7833  LANTERN LN,FOUNTAIN,80817,38.68934454,-104.68212986
PV SOLAR ( 25410 WATTS ),9276  STREAMSIDE TRL,FOUNTAIN,80817,38.6965425,-104.68332929
PV SOLAR ( 7260 WATTS ),7793  HIRSHORN PT,COLORADO SPRINGS,80931,38.94354050000001,-104.61626349
PV SOLAR ( 4290 WATTS ),3885  PONY TRACKS DR,COLORADO SPRINGS,80922,38.88466745,-104.70422535
PV SOLAR ( 3960 WATTS ),4570  MORNING MIST DR,COLORADO SPRINGS,80916,38.78379053,-104.74331012
PV SOLAR ( 4620 WATTS ),547  POTTER DR,COLORADO SPRINGS,80909,38.84043256,-104.75232522
PV SOLAR ( 3630 WATTS ),856  TECHNOLOGY CT,COLORADO SPRINGS,80915,38.84331492,-104.72557943
PV SOLAR ( 4290 WATTS ),5203  BELLE STAR DR,COLORADO SPRINGS,80922,38.90736597,-104.69696716
PV SOLAR ( 6270 WATTS ),1528  GRAND OVERLOOK ST,COLORADO SPRINGS,80910,38.80988519,-104.79152191
PV SOLAR ( 4950 WATTS ),1361  COOLCREST DR,COLORADO SPRINGS,80906,38.77126251,-104.80348821
PV SOLAR ( 4290 WATTS ),904  ELLSTON ST,COLORADO SPRINGS,80907,38.88827617,-104.838546
PV SOLAR ( 8580 WATTS ),4750  SQUIRRELTAIL DR,COLORADO SPRINGS,80920,38.962463899999996,-104.74071471
PV SOLAR ( 2970 WATTS ),9366  TIMBERLAKE LOOP,COLORADO SPRINGS,80927,38.92812892,-104.65356767
PV SOLAR ( 3630 WATTS ),7988  HARDWOOD CIR,COLORADO SPRINGS,80908,38.94782859,-104.68764872
PV SOLAR ( 6600 WATTS ),1501 N FRANKLIN ST,COLORADO SPRINGS,80907,38.85486067,-104.8106158
PV SOLAR ( 2970 WATTS ),5535  LANTANA DR,COLORADO SPRINGS,80915,38.86867098,-104.72324434
PV SOLAR ( 6080 WATTS ),1798  CARMEL DR,COLORADO SPRINGS,80910,38.80590194,-104.76787688
PV SOLAR ( 8640 WATTS ),2395  DAMON DR,COLORADO SPRINGS,80918,38.89471337,-104.78725036
PV SOLAR ( 4620 WATTS ),4915  GIBBON ST,COLORADO SPRINGS,80911,38.75856101,-104.73318247
PV SOLAR ( 2720 WATTS ),7574  SAILWIND DR,COLORADO SPRINGS,80925,38.72110108,-104.67494232
PV SOLAR ( 6600 WATTS ),4495  FENCER RD,COLORADO SPRINGS,80911,38.76540865,-104.72643882
PV SOLAR ( 5280 WATTS ),7607  DUTCH LOOP,COLORADO SPRINGS,80925,38.7219823,-104.66690792
PV SOLAR ( 5610 WATTS ),10960  PIGEON DR,COLORADO SPRINGS,80925,38.73894677,-104.62566758
PV SOLAR ( 3960 WATTS ),7488  BONTERRA LN,COLORADO SPRINGS,80925,38.72463474,-104.66626761
PV SOLAR ( 3630 WATTS ),7791  DUTCH LOOP,COLORADO SPRINGS,80925,38.72069089,-104.66540613
PV SOLAR ( 6270 WATTS ),10090  SILVER STIRRUP DR,COLORADO SPRINGS,80925,38.74436182,-104.64119576
PV SOLAR ( 5610 WATTS ),77  ROSE DR,COLORADO SPRINGS,80911,38.75490429,-104.74616647
PV SOLAR ( 8250 WATTS ),9213  CHIEFTAN DR,COLORADO SPRINGS,80925,38.768153399999996,-104.65635925
PV SOLAR ( 5940 WATTS ),16140  CALA ROJO DR,COLORADO SPRINGS,80926,38.60216626,-104.91617264
PV SOLAR ( 3960 WATTS ),3856  SIERRA GLEN PL,COLORADO SPRINGS,80916,38.799257399999995,-104.75606192
PV SOLAR ( 4950 WATTS ),1161  ANTRIM LOOP,COLORADO SPRINGS,80910,38.81415164,-104.78404525
PV SOLAR ( 7260 WATTS ),6788  BLACK SADDLE DR,COLORADO SPRINGS,80920,38.95203512,-104.70283782
PV SOLAR ( 5610 WATTS ),3010  LEOTI DR,COLORADO SPRINGS,80922,38.8740176,-104.70484295
PV SOLAR ( 3300 WATTS ),4826  SPOKANE WAY,COLORADO SPRINGS,80911,38.76227816,-104.71393615
PV SOLAR ( 10230 WATTS ),2445  GINA DR,COLORADO SPRINGS,80916,38.79750337,-104.74609216
PV SOLAR ( 6600 WATTS ),7329  CENTENNIAL ST,FOUNTAIN,80817,38.73079376,-104.69039343
PV SOLAR REMOVE AND REPLACE,137  CELESTINE ST,COLORADO SPRINGS,80905,38.83033299,-104.85548545
PV SOLAR ( 4950 WATTS ),7610  DOWNYWOOD CT,COLORADO SPRINGS,80920,38.94245396,-104.75052774
